id_estudiante,nombre,carrera,edad,genero,semestre,id_nota,materia,nota,asistencia
211,Daniela Ramírez,Contabilidad,34,Masculino,8,4719,Contabilidad,7.7,86
212,Andrés López,Psicología,19,Femenino,8,4281,Base de Datos,9.94,80
213,Ana Pérez,Derecho,30,Femenino,2,1936,Contabilidad,8.41,67
213,Ana Pérez,Derecho,30,Femenino,2,2956,Auditoría,8.77,81
213,Ana Pérez,Derecho,30,Femenino,2,3318,Matemáticas,9.4,96
215,Carlos Gómez,Administración,26,Femenino,7,4487,Auditoría,7.26,84
216,Sofía Vega,Contabilidad,32,Femenino,2,657,Estadística,6.77,65
216,Sofía Vega,Contabilidad,32,Femenino,2,3538,Inglés,6.12,74
218,María Morales,Contabilidad,32,Femenino,7,5,Programación,5.99,94
218,María Morales,Contabilidad,32,Femenino,7,4339,Python,7.93,81
219,Luis Díaz,Derecho,28,Femenino,6,509,Auditoría,7.37,97
219,Luis Díaz,Derecho,28,Femenino,6,2255,Estadística,8.19,89
221,Pedro Gómez,Educación,29,Masculino,9,676,Inglés,9.71,73
221,Pedro Gómez,Educación,29,Masculino,9,4243,Estadística,9.9,96
224,Sofía Castillo,Contabilidad,21,Masculino,3,4363,Investigación,5.77,89
227,José Pérez,Administración,26,Femenino,6,1857,Matemáticas,8.99,79
227,José Pérez,Administración,26,Femenino,6,2849,Programación,5.13,86
227,José Pérez,Administración,26,Femenino,6,3578,Auditoría,7.82,64
229,Carlos Pérez,Sistemas,34,Masculino,7,2138,Inglés,7.16,61
229,Carlos Pérez,Sistemas,34,Masculino,7,2271,Python,6.69,72
230,Pedro Ramírez,Contabilidad,23,Femenino,5,2057,Base de Datos,5.71,97
230,Pedro Ramírez,Contabilidad,23,Femenino,5,2613,Matemáticas,6.41,94
230,Pedro Ramírez,Contabilidad,23,Femenino,5,2876,Contabilidad,7.29,96
232,Carlos Ruiz,Sistemas,20,Femenino,8,2325,Base de Datos,6.31,89
233,Pedro Ramírez,Psicología,32,Femenino,5,3517,Inglés,9.25,76
234,María Vega,Sistemas,29,Femenino,2,1751,Estadística,8.82,91
234,María Vega,Sistemas,29,Femenino,2,3439,Inglés,5.17,69
235,José Ruiz,Derecho,34,Femenino,1,1266,Python,8.32,80
236,María Morales,Psicología,19,Masculino,4,170,Inglés,9.25,71
236,María Morales,Psicología,19,Masculino,4,1772,Estadística,6.11,69
236,María Morales,Psicología,19,Masculino,4,1908,Contabilidad,9.88,75
237,José López,Administración,26,Femenino,6,2090,Investigación,8.17,61
237,José López,Administración,26,Femenino,6,3815,Inglés,8.02,92
238,Luis Pérez,Derecho,31,Masculino,3,142,Investigación,6.68,85
238,Luis Pérez,Derecho,31,Masculino,3,329,Base de Datos,6.37,79
238,Luis Pérez,Derecho,31,Masculino,3,1508,Inglés,9.52,63
239,Pedro Vega,Educación,25,Femenino,2,1477,Base de Datos,5.97,81
240,Pedro Pérez,Derecho,18,Femenino,2,1781,Estadística,5.73,77
242,Luis Morales,Sistemas,28,Masculino,10,1398,Programación,9.75,74
242,Luis Morales,Sistemas,28,Masculino,10,1409,Administración,9.4,86
242,Luis Morales,Sistemas,28,Masculino,10,2728,Administración,5.69,65
242,Luis Morales,Sistemas,28,Masculino,10,4412,Base de Datos,7.39,74
244,Pedro Ruiz,Derecho,34,Masculino,7,2344,Auditoría,6.17,91
244,Pedro Ruiz,Derecho,34,Masculino,7,4674,Matemáticas,5.6,60
245,José Díaz,Administración,28,Masculino,2,4496,Administración,8.78,84
246,Andrés Gómez,Psicología,34,Masculino,6,2917,Python,6.69,76
246,Andrés Gómez,Psicología,34,Masculino,6,4276,Python,8.83,61
247,Camila Torres,Administración,21,Masculino,5,2219,Administración,5.69,68
248,María Torres,Psicología,22,Masculino,3,2595,Base de Datos,6.83,65
249,Daniela Ramírez,Psicología,32,Femenino,6,476,Inglés,9.44,94
249,Daniela Ramírez,Psicología,32,Femenino,6,3584,Auditoría,5.19,94
251,José Ruiz,Sistemas,29,Masculino,5,934,Matemáticas,6.86,98
251,José Ruiz,Sistemas,29,Masculino,5,4713,Estadística,9.85,85
252,Daniela Ramírez,Sistemas,19,Femenino,5,332,Estadística,8.73,73
254,Sofía Vega,Educación,19,Femenino,10,886,Investigación,9.71,70
256,Daniela Gómez,Contabilidad,20,Masculino,1,441,Base de Datos,9.24,88
256,Daniela Gómez,Contabilidad,20,Masculino,1,1131,Auditoría,7.89,97
258,Camila Castillo,Derecho,31,Femenino,10,4248,Estadística,8.63,73
258,Camila Castillo,Derecho,31,Femenino,10,4990,Matemáticas,7.14,92
259,Ana Díaz,Sistemas,28,Masculino,9,513,Auditoría,9.74,67
259,Ana Díaz,Sistemas,28,Masculino,9,3878,Inglés,6.6,61
261,Sofía Torres,Contabilidad,27,Femenino,3,2362,Base de Datos,7.49,65
262,Sofía Gómez,Contabilidad,35,Femenino,6,2001,Estadística,6.69,67
262,Sofía Gómez,Contabilidad,35,Femenino,6,4622,Inglés,5.68,81
265,María López,Administración,22,Masculino,5,1419,Investigación,8.82,60
266,Luis Vega,Psicología,34,Masculino,6,2616,Matemáticas,6.35,96
266,Luis Vega,Psicología,34,Masculino,6,4650,Matemáticas,5.29,61
268,Carlos Ruiz,Administración,32,Masculino,7,4572,Administración,5.71,65
269,Camila López,Derecho,27,Femenino,4,4937,Inglés,5.35,87
274,Luis Castillo,Sistemas,23,Femenino,8,269,Auditoría,6.82,68
274,Luis Castillo,Sistemas,23,Femenino,8,882,Contabilidad,5.1,76
274,Luis Castillo,Sistemas,23,Femenino,8,2144,Investigación,6.57,64
278,Ana Díaz,Sistemas,28,Masculino,3,1883,Contabilidad,9.33,91
278,Ana Díaz,Sistemas,28,Masculino,3,3192,Administración,8.51,100
283,Pedro Ruiz,Derecho,20,Masculino,8,3791,Contabilidad,6.62,96
284,Sofía Vega,Sistemas,34,Masculino,3,842,Auditoría,8.1,75
286,Pedro Torres,Educación,20,Femenino,2,442,Base de Datos,5.34,83
286,Pedro Torres,Educación,20,Femenino,2,3225,Contabilidad,9.79,86
286,Pedro Torres,Educación,20,Femenino,2,4880,Python,5.99,61
288,Daniela Pérez,Educación,30,Femenino,5,4252,Programación,5.88,86
291,Camila Torres,Educación,32,Femenino,3,2472,Inglés,9.46,91
291,Camila Torres,Educación,32,Femenino,3,4948,Contabilidad,6.66,69
292,Carlos Gómez,Educación,32,Masculino,5,3046,Python,6.23,97
293,María Pérez,Administración,19,Femenino,5,2796,Auditoría,6.33,64
293,María Pérez,Administración,19,Femenino,5,3317,Base de Datos,5.74,78
294,Andrés Morales,Psicología,33,Femenino,1,1030,Programación,7.75,65
294,Andrés Morales,Psicología,33,Femenino,1,2948,Matemáticas,8.49,89
295,María Castillo,Contabilidad,19,Femenino,5,3807,Matemáticas,6.15,91
298,José Gómez,Educación,31,Masculino,7,538,Investigación,8.94,71
298,José Gómez,Educación,31,Masculino,7,3993,Investigación,6.82,74
299,Sofía Torres,Psicología,27,Femenino,2,4355,Contabilidad,5.65,94
300,Luis Díaz,Educación,27,Femenino,8,3245,Programación,8.69,75
300,Luis Díaz,Educación,27,Femenino,8,4233,Contabilidad,5.06,97
301,Sofía Morales,Administración,32,Femenino,8,1453,Base de Datos,9.27,96
303,Luis Morales,Contabilidad,34,Masculino,1,426,Contabilidad,6.01,72
304,Carlos Ruiz,Educación,32,Masculino,3,1625,Administración,5.28,62
304,Carlos Ruiz,Educación,32,Masculino,3,2022,Base de Datos,9.51,63
304,Carlos Ruiz,Educación,32,Masculino,3,2756,Programación,9.59,62
307,Camila Ramírez,Sistemas,22,Femenino,7,1832,Inglés,8.29,87
309,Daniela Vega,Derecho,35,Masculino,5,1646,Auditoría,5.9,91
310,José Ramírez,Administración,27,Femenino,4,388,Administración,9.38,99
310,José Ramírez,Administración,27,Femenino,4,1610,Investigación,6.33,81
311,Luis Torres,Sistemas,32,Masculino,8,1097,Estadística,5.37,71
311,Luis Torres,Sistemas,32,Masculino,8,2293,Matemáticas,9.62,98
312,Luis Díaz,Educación,29,Masculino,9,3630,Investigación,5.92,64
314,Andrés López,Sistemas,24,Masculino,4,103,Estadística,7.98,82
315,Daniela Pérez,Contabilidad,35,Femenino,8,2500,Contabilidad,9.95,69
317,Pedro Ramírez,Psicología,31,Femenino,10,2965,Auditoría,6.37,77
317,Pedro Ramírez,Psicología,31,Femenino,10,3882,Inglés,8.8,65
318,Luis Torres,Contabilidad,20,Femenino,8,4118,Matemáticas,8.34,97
320,Pedro Vega,Sistemas,21,Masculino,5,3111,Investigación,7.48,100
322,José Gómez,Contabilidad,24,Femenino,3,1158,Auditoría,5.73,70
323,José Ruiz,Psicología,20,Masculino,10,3792,Programación,5.28,68
323,José Ruiz,Psicología,20,Masculino,10,4297,Inglés,5.27,73
323,José Ruiz,Psicología,20,Masculino,10,4547,Python,5.78,79
324,Sofía Torres,Administración,28,Masculino,1,4079,Auditoría,5.0,72
325,Luis Pérez,Educación,26,Masculino,10,2295,Programación,8.96,86
327,José Castillo,Derecho,25,Femenino,5,1144,Administración,5.52,93
327,José Castillo,Derecho,25,Femenino,5,3239,Estadística,9.34,89
328,Daniela Gómez,Educación,19,Masculino,8,1077,Base de Datos,9.64,98
328,Daniela Gómez,Educación,19,Masculino,8,2631,Investigación,6.2,99
330,Carlos Díaz,Educación,28,Femenino,7,151,Python,9.75,72
330,Carlos Díaz,Educación,28,Femenino,7,2055,Programación,5.77,83
331,Carlos Díaz,Psicología,35,Masculino,6,4371,Estadística,6.21,95
332,María Ramírez,Sistemas,26,Femenino,4,1954,Programación,6.71,89
332,María Ramírez,Sistemas,26,Femenino,4,4077,Base de Datos,9.46,81
333,Carlos Gómez,Sistemas,27,Femenino,10,1793,Estadística,6.64,67
335,Carlos Ramírez,Psicología,32,Femenino,5,1691,Administración,6.83,95
337,María Ruiz,Contabilidad,19,Masculino,5,161,Administración,7.66,83
337,María Ruiz,Contabilidad,19,Masculino,5,3961,Estadística,6.39,95
338,Daniela Ruiz,Educación,33,Femenino,9,474,Python,5.41,96
341,Andrés López,Contabilidad,35,Femenino,2,3592,Administración,5.29,90
342,Pedro Vega,Derecho,35,Femenino,10,2924,Estadística,5.18,92
343,Sofía Gómez,Administración,21,Femenino,6,90,Contabilidad,6.82,62
343,Sofía Gómez,Administración,21,Femenino,6,4763,Programación,7.71,60
344,Camila Vega,Contabilidad,22,Masculino,10,427,Administración,9.67,92
344,Camila Vega,Contabilidad,22,Masculino,10,4151,Python,7.26,60
344,Camila Vega,Contabilidad,22,Masculino,10,4890,Programación,8.08,83
345,Andrés Morales,Psicología,19,Masculino,1,3509,Auditoría,5.54,66
347,Sofía Vega,Administración,28,Femenino,3,1224,Inglés,6.86,80
347,Sofía Vega,Administración,28,Femenino,3,3080,Base de Datos,6.42,61
349,Andrés Vega,Derecho,27,Femenino,1,1776,Matemáticas,5.54,92
349,Andrés Vega,Derecho,27,Femenino,1,3657,Inglés,7.05,94
349,Andrés Vega,Derecho,27,Femenino,1,4176,Inglés,9.05,85
351,José Pérez,Psicología,33,Femenino,10,1142,Matemáticas,7.59,83
351,José Pérez,Psicología,33,Femenino,10,3856,Administración,7.53,100
354,Sofía Gómez,Administración,18,Femenino,6,1653,Python,8.22,78
355,Pedro Torres,Derecho,24,Femenino,9,1778,Estadística,6.51,60
356,Sofía Ramírez,Educación,19,Masculino,9,306,Programación,6.51,61
357,María Vega,Contabilidad,33,Femenino,6,420,Investigación,9.91,76
357,María Vega,Contabilidad,33,Femenino,6,1386,Contabilidad,5.85,78
358,Carlos Ramírez,Psicología,28,Femenino,5,240,Administración,8.72,84
